Date,portval,profit
2018-01-09,26351.639079999615,16351.639079999615
2018-01-10,26400.055295713446,16400.055295713446
2018-01-11,26453.05061501855,16453.05061501855
2018-01-12,26727.4196720952,16727.4196720952
2018-01-16,27009.331048581826,17009.331048581826
2018-01-17,27021.00733417674,17021.00733417674
2018-01-18,27096.627265940446,17096.627265940446
2018-01-19,26906.24898490608,16906.24898490608
2018-01-22,26983.120224619088,16983.120224619088
2018-01-23,27119.451937866903,17119.451937866903
2018-01-24,27088.560890587993,17088.560890587993
2018-01-25,27212.122754258704,17212.122754258704
2018-01-26,27365.830644981776,17365.830644981776
2018-01-29,27596.647879028525,17596.647879028525
2018-01-30,27183.52240083151,17183.52240083151
2018-01-31,27001.89351216463,17001.89351216463
2018-02-01,27001.89351216463,17001.89351216463
2018-02-02,26963.936809378567,16963.936809378567
2018-02-05,26265.940843345004,16265.940843345004
2018-02-06,24773.1152232081,14773.1152232081
2018-02-07,25817.23014924277,15817.230149242769
2018-02-08,26098.108513764746,16098.108513764746
2018-02-09,25226.98689669078,15226.986896690782
2018-02-12,25496.476201480793,15496.476201480793
2018-02-13,25508.932892026176,15508.932892026176
2018-02-14,25532.799740232276,15532.799740232276
2018-02-15,26138.92378545508,16138.923785455081
2018-02-16,26398.50766748174,16398.50766748174
2018-02-20,26271.717737145525,16271.717737145525
2018-02-21,26210.670486460753,16210.670486460753
2018-02-22,26121.54010237963,16121.54010237963
2018-02-23,26326.884242218053,16326.884242218053
2018-02-26,26676.4838170454,16676.4838170454
2018-02-27,26947.64654946445,16947.64654946445
2018-02-28,26778.022855939194,16778.022855939194
2018-03-01,26400.70183140855,16400.70183140855
2018-03-02,26400.70183140855,16400.70183140855
2018-03-05,26494.15378807421,16494.15378807421
2018-03-06,27131.56580378448,17131.56580378448
2018-03-07,26903.04314019575,16903.04314019575
2018-03-08,27110.999380119018,17110.999380119018
2018-03-09,27367.33232694477,17367.33232694477
2018-03-12,27726.06405344019,17726.06405344019
2018-03-13,27667.255656860936,17667.255656860936
2018-03-14,27470.746440119026,17470.746440119026
2018-03-15,27257.552846054845,17257.552846054845
2018-03-16,27247.08155328696,17247.08155328696
2018-03-19,27125.219798417278,17125.219798417278
2018-03-20,26906.739355384252,16906.739355384252
2018-03-21,26906.42520707866,16906.42520707866
2018-03-22,26642.590636007735,16642.590636007735
2018-03-23,26159.364613371792,16159.364613371792
2018-03-26,25920.080804633522,15920.080804633522
2018-03-27,26395.701594394974,16395.701594394974
2018-03-28,25815.488521075,15815.488521075
